Sample ID,Site,Date,Time,Time Zone,Type,Type2,Isotope/ICP pick list #,Acidified for ICPOES? (Y or N),MED Index Notes,ICPOES-notes-MED,Al_mg_L,Ba_mg_L,Ca_mg_L,Fe_mg_L,K_mg_L,Mg_mg_L,Mn_mg_L,Na_mg_L,P_mg_L,S_mg_L,Si_mg_L,Sr_mg_L,Zn_mg_L,Cl_mg_L,IC-notes_MED,dD,d18O,NRS Lab Comments
RI25-1128,Wade,12/10/2024,11:30,EST,Snow,Endmember,21,Y,Snow core taken because no snowmelt lysimeters set up yet,AS-061025-044,0.0038193952825426,0.0019525425940387,0.163077771836281,0.0090056854259104,0.151347131228407,0.0274486027749156,0.0058330336194845,0.127284254568504,0.0048439651206969,0.130427970888621,0.111223546018091,0.0006383426616974,0.0101692750614954,,,-152.074,-21.458,
RI25-1129,Hungerford,12/10/2024,11:30,EST,Snow,Endmember,22,Y,,AS-061025-045,0.0038190989794593,0.0015355162613786,0.391985968776842,0.0044372934254931,0.538725712614256,0.0939338318174954,0.0017780503523412,0.231900390743295,0.0373200082462041,0.109219412322255,0.122360772249421,0.0010883024881894,0.006694135121977,,,-149.428,-20.472,
RI25-1130,Wade,12/12/2024,11:30,EST,Snow,Endmember,23,Y,"3'' snow on ground when core taken after rain. Probably stable isos are no good, they sat for a long time (unless SB took a sample, but MED just found bag in walk in in February.",AS-061025-046,0.0035596610760827,0.0011412160633436,0.199072456993824,0.0050833171060747,0.210561964393195,0.0434694687978112,0.0190844100867291,0.352082325612979,-0.0003904801166837,0.0752870954599775,0.155664367719319,0.0008075152518558,0.0089514109974359,,,-140.18,-19.376,
RI25-1131,Potash,02/24/2025,9:30,EST,Baseflow,Endmember,24,Y,"Pre-ISCO grab . About a foot of snow on ground, 32 F and cloudy",AS-061025-047,0.0035546496374464,0.0318861255702216,49.6695598109063,0.0302096076440408,4.90910174028173,17.8051014117079,0.210027426162091,372.548856770657,0.028294025235832,8.16089010264603,7.97578375777844,0.253532325272266,0.244208511148268,706.989,Run 2025-10-06,-72.096,-10.637,
RI25-1132,Potash,02/27/2025,17:00,EST,Soil water lysimeter dry,Endmember,25,Y,Lysimeter was full. Post snowmelt. Emptied.,AS-061025-048,0.020419926475139,0.0044332393434243,4.98714756177296,0.0213735545121297,9.44596948773602,1.20607330720948,0.0037683450350384,3.89027238814901,0.516221778479183,0.579027796674627,0.695155027837233,0.0140370688651896,0.230574939764419,6.847,Run 2025-10-06,-107.579,-14.984,
RI25-1133,Potash,02/27/2025,17:00,EST,Snowmelt lysimeter,Endmember,26,Y,Was set on 2/25/2025 before melt,AS-061025-049,0.0025749852686756,0.0004060160156863,2.14314368066845,0.0019760942116579,0.543924483790156,0.705251076812835,0.0050026388525218,10.3653520428217,0.0904386350627342,0.323447062157401,0.812398171475216,0.0081862627609175,0.0527958007589164,7.758,Run 2025-10-06,-110.149,-15.173,
RI25-1134,Potash,02/24/2025,18:00,EST,Isco,Stream,86,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",AS-061025-050,0.0282400263167321,0.0425733450517471,65.3114561139992,0.0197929485308411,3.97807574007635,17.9797875610379,0.309162113892505,406.40967794184,0.0324333376224699,8.79344576643723,8.39462325904326,0.299075802672772,0.0701611668395652,,,-72.864,-10.753,
RI25-1135,Potash,02/25/2025,0:00,EST,Isco,Stream,,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",,,,,,,,,,,,,,,,,,,
RI25-1136,Potash,02/25/2025,6:00,EST,Isco,Stream,,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",,,,,,,,,,,,,,,,,,,
RI25-1137,Potash,02/25/2025,12:00,EST,Isco,Stream,,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",,,,,,,,,,,,,,,,,,,
RI25-1138,Potash,02/25/2025,18:00,EST,Isco,Stream,87,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",AS-061025-051,0.0284138345997545,0.0610137892336081,66.2545398054506,0.0237267728308863,5.01449785393361,17.514311956541,0.309017695348719,1039.46541844184,0.0302697397084505,11.8472851394291,7.17789922440731,0.328013310610636,0.0762882951246789,,,-79.567,-11.506,
RI25-1139,Potash,02/26/2025,0:00,EST,Isco,Stream,,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",,,,,,,,,,,,,,,,,,,
RI25-1140,Potash,02/26/2025,6:00,EST,Isco,Stream,,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",,,,,,,,,,,,,,,,,,,
RI25-1141,Potash,02/26/2025,12:00,EST,Isco,Stream,,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",,,,,,,,,,,,,,,,,,,
RI25-1142,Potash,02/26/2025,18:00,EST,Isco,Stream,,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",,,,,,,,,,,,,,,,,,,
RI25-1143,Potash,02/28/2025,10:30,EST,Grab,Stream,27,Y,"MED collected 2025-02-28 1030 Still icy, sunny at 20 F. Gauge at -20 (can't really see, lower plank in water).",AS-061025-052,0.0082660702663217,0.0447450189603302,57.2384815805902,0.125184887150599,4.45379210078714,17.201125704565,0.32478942000585,548.562659465729,0.041011066760614,8.09349415128609,6.28269145348297,0.261084291273469,0.0313157929669958,1059.365,Run 2025-10-06,-91.634,-13.063,
RI25-1144,Wade,03/04/2025,16:00,EDT,Isco,Stream,88,Y,,AS-061025-053,0.0148000330177501,0.0034743442264724,4.4706442019486,0.0223348611801677,0.489301244349291,0.662739560521557,0.0162244210567755,1.10976894768278,0.0057481032499558,1.25233930782224,4.15764902521664,0.027026621154787,0.0139455333924194,,,-88.849,-13.047,
RI25-1145,Wade,03/04/2025,21:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1146,Wade,03/05/2025,2:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1147,Wade,03/05/2025,7:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1148,Wade,03/05/2025,10:45,EDT,Grab,Stream,28,Y,,AS-061025-054,0.0139428222738531,0.0031993119274406,4.51198236488428,0.0084786401371309,0.20392156240033,0.665498736873467,0.002159079879569,0.921552427436366,0.0053866940028961,1.24518014781601,4.18327177111569,0.027391097129379,0.011599380254694,,,-88.108,-13.005,
RI25-1149,Hungerford,03/05/2025,12:30,EDT,Baseflow,Endmember,29,Y,,AS-061025-055,0.0126979744714284,0.0170906398524396,40.8953117300151,0.0875254301175799,4.17159436818663,9.2236175997607,0.0588404660565247,26.4269536398205,0.0374293255227123,8.43142560007537,7.13615163136324,0.199270774511479,0.234192078603535,46.277,Run 2025-10-06,-79.002,-11.277,
RI25-1150,Wade,03/07/2025,13:30,EDT,Grab,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1151,Wade,03/06/2025,18:00,EDT,Isco,Stream,89,Y,,AS-061025-056,0.0693744565365894,0.0027218440129908,2.54275526707757,0.0291297552433859,0.530962993966881,0.3913885596534,0.0141755239319321,0.655409673279926,0.0041911851761363,0.734665691133105,1.44588175964572,0.0161157479191312,0.075775210720443,,,-102.856,-14.779,
RI25-1152,Wade,03/06/2025,13:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1153,Wade,03/05/2025,12:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1154,Wade,03/05/2025,17:00,EDT,Isco,Stream,90,Y,,AS-061025-057,0.0211181294227477,0.0042362711640927,5.15486718299593,0.024815899698318,0.657670189139642,0.748737945300011,0.0047458173166169,1.00335589869089,0.0052548364821736,1.37154819201473,2.33767229552952,0.0321221367559892,0.0704550531053906,,,-89.027,-13.027,
RI25-1155,Wade,03/05/2025,22:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1156,Wade,03/06/2025,3:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1157,Wade,03/06/2025,8:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1158,Wade,03/06/2025,10:30,EDT,Grab,Stream,30,Y,,AS-061025-058,0.0625369176022393,0.0024558442924288,2.01043164771375,0.0243878075649715,0.511330207362226,0.297314919926725,0.0066970459112735,0.489570066041621,0.0049844034445343,0.570954356134975,1.37230130469415,0.0127554761086975,0.0663355319904094,,,-103.523,-14.848,
RI25-1159,Hungerford,03/05/2025,15:00,EST,Isco,Stream,91,N,Missing PES as of 2025-06-09 MED,,,,,,,,,,,,,,,,,-78.663,-11.566,
RI25-1160,Hungerford,03/05/2025,20:00,EST,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1161,Hungerford,03/06/2025,1:00,EST,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1162,Hungerford,03/06/2025,6:00,EST,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1163,Hungerford,03/06/2025,11:00,EST,Isco,Stream,,N,,,,,,,,,,,,,,,,,,,,
RI25-1164,Hungerford,03/06/2025,13:45,EST,Grab,Stream,31,N,Missing PES as of 2025-06-09 MED,,,,,,,,,,,,,,,,,-97.864,-13.682,
RI25-1165,Potash,03/14/2025,12:30,EDT,Grab,Stream,32,N,Missing PES as of 2025-06-09 MED,,,,,,,,,,,,,,,,,-81.817,-11.265,
RI25-1166,Hungerford,03/11/2025,18:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1167,Hungerford,03/12/2025,0:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1168,Hungerford,03/12/2025,11:15,EDT,Grab,Stream,33,Y,,AS-061025-059,0.024042591645148,0.0134801504169022,22.7230507039778,0.0855215765193311,3.04769237971169,4.76745850549812,0.0322520444308399,11.455316419064,0.0610336297686517,4.0627270698082,4.19406338255835,0.10294724585951,0.0227208501391124,16.848,Run 2025-10-06,-92.73,-12.982,
RI25-1169,Wade,03/11/2025,12:00,EDT,Isco,Stream,92,Y,,AS-061025-060,0.0396520608502783,0.0039576338433084,2.9945534820503,0.0223937033927976,0.174946332761842,0.42667979130245,0.0049955149304824,0.559676595482497,0.0046201573101304,0.830056480899233,2.75155136525744,0.0186130309381133,0.0084895407979809,,,-99.583,-14.35,
RI25-1170,Wade,03/11/2025,18:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1171,Wade,03/12/2025,0:00,EDT,Isco,Stream,93,Y,,AS-061025-061,0.0427416878569778,0.0028158567411389,2.78787355152407,0.0275748044421634,1.73687359472542,0.390129204695903,0.0060498207985667,0.957928916071342,0.0096774012901553,0.842515790301798,2.45161268043986,0.0173000528727916,0.341209450417935,,,-103.113,-14.492,
RI25-1172,Wade,03/12/2025,10:15,EDT,Grab,Stream,34,Y,,AS-061025-062,0.0271495793132488,0.0024065138766611,2.88512559989707,0.021648977165031,0.913972418980111,0.434474920561261,0.0045201232521048,0.647572314686508,0.0095605039573239,0.83979095782918,1.99968721266895,0.0171870084542289,0.152736043343338,,,-99.765,-13.87,
RI25-1173,Wade,03/13/2025,12:00,,Unknown,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1174,Wade,03/13/2025,16:00,,Unknown,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1175,Hungerford,03/13/2025,14:45,,Unknown,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1181,Potash,03/04/2025,11:00,EST,Baseflow,Endmember,35,Y,Pre-event grab,AS-061025-063,0.0055377806458749,0.0478915594239327,71.1426591625559,0.0410559638859827,4.16628662716169,23.7106117202646,0.345541010312075,446.472695181056,0.0434949232970824,8.55850597671221,8.05798569874238,0.320004419536244,0.0454222438598574,871.076,Run 2025-10-06,-84.283,-12.089,
RI25-1182,Hungerford,03/04/2025,13:30,EST,Baseflow,Endmember,36,Y,Pre-event grab,AS-061025-064,0.0084910027358623,0.0188363746139602,43.122176484814,0.0751811444293779,3.3404119502001,9.03838043145902,0.066302171333648,27.241451298527,0.0488875367958694,8.20691972213249,7.14900575892086,0.207195348769798,0.0162875035399794,44.872,Run 2025-10-06,-82.639,-11.809,
RI25-1183,Wade,03/04/2025,15:30,EST,Baseflow,Endmember,37,Y,Pre-event grab,AS-061025-065,0.0139129260871779,0.0034023637081787,4.35130449918243,0.009092103176771,0.182053032927269,0.638458896858886,0.0026095486676182,0.778910015187182,0.0197199635885132,1.21711379744092,3.84485177440072,0.0267067794038097,0.0041468426920175,,,-89.087,-12.991,
RI25-1184,Potash,03/04/2025,14:00,EST,Isco,Stream,94,Y,,AS-061025-066,0.0108761570753064,0.0443952254992548,67.4210620868038,0.0532336731789167,5.13240317665123,23.186640015031,0.328119007702879,436.931737049,0.041899200520751,8.46639678339049,7.60800786589501,0.303894754147608,0.22565993623335,1212.859,Run 2025-10-06,-84.069,-11.972,
RI25-1185,Potash,03/04/2025,19:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1186,Potash,03/05/2025,0:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1187,Potash,03/05/2025,5:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1188,Potash,03/05/2025,10:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1189,Potash,03/05/2025,15:00,EST,Isco,Stream,95,Y,,AS-061025-067,0.0125648379237759,0.0485109490070274,63.4363952844227,0.0420218476443939,4.94898136549881,21.5609401929327,0.331419100861207,522.925351820843,0.039700990198476,9.38161110043533,6.79481220572083,0.314082033947134,0.224724650398185,1452.769,Run 2025-10-06,-80.156,-11.505,
RI25-1190,Potash,03/05/2025,20:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1191,Potash,03/06/2025,1:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1192,Potash,03/06/2025,6:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1193,Potash,03/06/2025,11:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1194,Potash,03/06/2025,16:00,EST,Isco,Stream,96,Y,,AS-061025-068,0.0219519571551464,0.0199751309552987,25.8001539057531,0.149174433136655,3.36958912100208,8.79079885223306,0.19204269062174,143.042059715607,0.055511270593935,3.45298046899028,3.74460100559478,0.112101441593841,0.0030844866666093,267.158,Run 2025-10-06,-90.138,-13.015,
RI25-1195,Potash,03/06/2025,21:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1196,Hungerford,03/06/2025,16:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1197,Hungerford,03/06/2025,21:00,EST,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1198,Hungerford,03/07/2025,12:30,EST,Grab,Stream,37,Y,All ice had melted/broken. Fast and turbid water.,AS-061025-069,0.0212675466076864,0.0127990104342547,22.1717394745123,0.084267565605893,3.58018801648071,4.42333710608337,0.0409755543589327,11.0234807351383,0.0993085422801685,4.09870558356429,4.20500855103409,0.0987139555244346,0.0018404562121752,17.377,Run 2025-10-06,-93.285,-13.469,
RI25-1199,Potash,03/07/2025,11:15,EST,Isco,Stream,97,Y,All ice had melted/broken. Fast water.,AS-061025-070,0.0083664701703457,0.0218959301909526,29.234890909415,0.10945939253627,3.4595675911843,11.1155757504709,0.13107564812756,172.144678392232,0.041477203580401,4.34813758820915,4.2433774172377,0.132338357737324,0.0033564431857771,342.941,Run 2025-10-06,-90.826,-13.061,
RI25-1200,Potash,03/07/2025,13:00,EST,Snowmelt lysimeter,Endmember,38,Y,Emptied lysimeter bottles. Still a few cm of snow on Potash plastic sheet.,AS-061025-071,0.0022513617721481,0.0009122156802799,1.88573587045601,0.003306156052009,0.29920542380775,0.679363463978907,0.0052858641309003,2.72599185143812,0.0481668231898921,0.182541757523821,1.14221824890617,0.0074560326980783,0.007167393122649,2.533,Run 2025-10-06,-97.252,-13.486,
RI25-1201,Wade,03/11/2025,11:45,EDT,Baseflow,Endmember,39,Y,"Pre-event grab.  Slight chance got switched with 1201 pre-ISCO grab, should know from results MED",AS-061025-072,0.0237250506291488,0.0042576689609612,3.52538032653245,0.0143214772341799,0.232424167727597,0.539838072406454,0.0022771954467288,0.689185927757119,0.0061969266760085,0.982613097157009,3.18142354274354,0.0206199409042248,0.0527793702765137,,,-92.245,-13.659,
RI25-1202,Hungerford,03/11/2025,15:00,EDT,Baseflow,Endmember,40,Y,Pre-event grab,AS-061025-073,0.0125072861337549,0.0143519988174014,31.9659786759245,0.0707585014398432,2.46520355536095,6.69177416765634,0.0222491754026907,15.7886781306764,0.0289039370490945,6.27239148914198,5.9094021166089,0.154495896206869,0.0176956296121753,26.16,Run 2025-10-06,-82.382,-11.898,
RI25-1203,Potash,03/13/2025,10:15,EDT,Baseflow,Endmember,41,Y,Pre-event grab,AS-061025-074,0.0118766767467586,0.0297109490064784,44.153575828676,0.040223519908126,3.19077377625683,16.4485849578003,0.138145730315142,225.602905478857,0.0313275186188668,6.02051757733667,5.93063558890429,0.200117214257795,0.0062868715789778,419.443,Run 2025-10-06,-85.523,-12.244,
RI25-1204,Wade,03/17/2025,11:30,EDT,Grab,Stream,42,Y,,AS-061025-075,0.0906798492881958,0.0030053262583234,1.88946851031852,0.0256773452077715,0.158398085567683,0.282978656879348,0.0078199108708322,0.552280822453907,0.0062734913368125,0.549582624431163,1.86561804560664,0.0119986594289822,0.0055282395251211,,,-109.407,-15.655,
RI25-1205,Hungerford,03/17/2025,13:45,EDT,Grab,Stream,43,Y,Post-ISCO grab,AS-061025-076,0.0282961874684533,0.0149032779418359,25.038428529165,0.0839476790904132,3.40525971544648,5.40717831288022,0.0296294350083492,12.68346731078,0.0487442788118446,4.83970788083277,4.74301663890943,0.116951615680244,0.004078059257217,18.413,Run 2025-10-06,-82.162,-11.842,
RI25-1206,Wade,03/17/2025,12:00,EDT,Isco,Stream,99,Y,,AS-061025-077,0.104304335542604,0.0030076126963361,1.86872442345225,0.0283963036145458,0.517308788875027,0.277360642379706,0.0061418853251473,0.492883692057645,0.0061675343703303,0.566775616110288,2.13743252189181,0.011873552245435,0.0759773240667166,,,-108.826,-15.571,
RI25-1207,Wade,03/18/2025,0:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1208,Wade,03/18/2025,12:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1209,Wade,03/19/2025,0:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1210,Wade,03/19/2025,12:00,EDT,Isco,Stream,100,Y,,AS-061025-078,0.0606319109211144,0.0029061908597689,2.58624214664344,0.0227502589221641,0.429735392708427,0.379708822500472,0.0138953007603043,0.559257175881316,0.003628246114398,0.761558265919885,2.75914551476054,0.0157140504798523,0.0725108049078228,,,-102.889,-14.769,
RI25-1211,Wade,03/20/2025,0:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1212,Wade,03/20/2025,12:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1213,Wade,03/21/2025,0:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1214,Wade,03/21/2025,10:30,EDT,Grab,Stream,101,Y,,AS-061025-079,0.0997649504729936,0.0029635126186909,1.86335878788129,0.0202660462142286,0.500292543548238,0.270973656692082,0.0046038530398867,0.442903062305972,0.0059648767623282,0.569095171963901,2.10339792229402,0.0113778923012058,0.0679377155765362,,,-108.006,-15.463,
RI25-1215,Wade,03/28/2025,16:00,EDT,Isco,Stream,123,Y,,AS-061025-080,0.0264419937139355,0.0036205253619755,3.83652960856689,0.0188228490055357,0.503608942675776,0.55573110098786,0.0062613200597337,0.731728153347378,0.0034717262005195,1.14895548549161,3.11463922238103,0.0233038528736529,0.120820655210148,,,-97.139,-14.039,
RI25-1216,Wade,03/29/2025,16:00,EDT,Isco,Stream,124,Y,,AS-061025-081,0.0244247177249534,0.0036076353844426,3.64333866216179,0.0141448718455678,0.488606750076906,0.531480110897974,0.0109623865585995,0.682835057039442,0.0048374441433378,1.04299337245987,2.99340882654308,0.0218605883486798,0.124805338062598,,,-98.455,-14.242,
RI25-1217,Wade,03/30/2025,16:00,EDT,Isco,Stream,125,Y,,AS-061025-082,0.0251385465197418,0.0041458064119724,4.25872441464394,0.0254581871476977,0.535012199188376,0.629207733571181,0.0310071155585199,0.804403894543082,0.0044477852979184,1.17434862293184,3.26970838836472,0.0262623091149711,0.0709904355306429,,,-97.306,-14.064,
RI25-1218,Wade,03/31/2025,16:00,EDT,Isco,Stream,126,Y,,AS-061025-083,0.0453110971537579,0.0019082354361892,0.905585694640973,0.0172491458773217,0.426513256805733,0.130727363299819,0.0032943369504974,0.209071350631324,0.0036551138022235,0.285676550438144,0.705524931342878,0.006074176439686,0.0677554940662352,,,-104.281,-15.01,
RI25-1219,Wade,04/01/2025,16:00,EDT,Isco,Stream,127,Y,,AS-061025-084,0.0527768453165105,0.0033710990665316,2.82272012981563,0.0176125230082877,0.760601568906782,0.416704575925193,0.0053996936886839,0.592885086673704,0.0078061123351848,0.837248836628558,2.12887255350338,0.0170905455655273,0.0692083116823287,,,-103.149,-14.926,
RI25-1220,Wade,04/02/2025,16:00,EDT,Isco,Stream,128,Y,,AS-061025-085,0.0308535395517281,0.0040404948627599,3.0692531680387,0.0129507767931827,0.446848372644924,0.461263531387287,0.0045402825054749,0.59971711758944,0.0070880041545448,0.895602254173808,1.99692854571169,0.0182520856095621,0.067801905670444,,,-100.77,-14.61,
RI25-1221,Wade,04/03/2025,15:15,EDT,Grab,Stream,129,Y,,AS-061025-086,0.0448002467931671,0.0018550919617654,1.2648148961469,0.0180287041223276,0.41475616333193,0.172456750525717,0.0036144457397363,0.291334796550104,0.0041914849347155,0.400188091847113,1.14813600872724,0.0080829829574975,0.0658388023903313,,,-94.08,-13.653,
RI25-1226,Potash,03/18/2025,9:45,EDT,Grab,Stream,44,Y,Mid-event grab,AS-061025-087,0.0071256162851732,0.027144797874997,44.9356760397765,0.0927488980082975,2.548208669889,15.2979889315258,0.19181121987292,209.239377376469,0.0354932990736835,6.10158626886811,5.70857162982107,0.194801645960583,0.0180124594287082,412.207,Run 2025-10-06,-76,-11.035,
RI25-1227,Wade,03/07/2025,12:00,EDT,Snowmelt lysimeter,Endmember,45,Y,Missing GF/F sample currently.,AS-061025-088,0.018329827298502,0.0008554067434984,1.05126461350751,0.0098635310971857,0.594047623044881,0.294648750317538,0.0140500260465246,0.906987291608009,0.0120155874002578,0.300303855810626,0.1981908582859,0.0055840668126927,0.0509245017605753,,,-161.961,-22.037,
RI25-1228,Hungerford,03/07/2025,16:00,EST,Snowmelt lysimeter,Endmember,46,Y,,AS-061025-089,0.0121497666038943,0.0023457894441581,1.1216511729118,0.0106527241176964,0.750696603622076,0.277737044107506,0.0100103480278188,0.723701940358386,0.0344458136771672,0.137375946609836,0.186822453494061,0.0049807538078414,0.0269275473725334,1.975,Run 2025-10-06,-112.538,-15.487,
RI25-1229,Wade,03/17/2025,12:00,EDT,Snowmelt lysimeter,Endmember,47,Y,"Slight chance got switched with 1201 pre-ISCO grab, should know from results MED. Missing GF/F sample currently.",AS-061025-090,0.0071169169761825,0.0008547011946214,0.405398585281557,0.0074244643645789,0.487547030439495,0.116653337932215,0.0091086709624915,0.337633722564304,0.0145816444168773,0.141262966888262,0.173011848006445,0.0023225113028545,0.0165948878584498,,,-144.825,-19.965,
RI25-1230,Hungerford,03/17/2025,14:00,EDT,Snowmelt lysimeter,Endmember,48,Y,Not sure about GF/F - check. Missing GF/F sample currently.,AS-061025-091,0.0169517455685153,0.0022844961057745,1.27565818036987,0.0144955578055677,0.755043635361557,0.468033026260817,0.0071920655388572,0.924824089584703,0.023840136837084,0.081996201329727,0.368928661744995,0.0072821840187373,0.0038817867105999,1.872,Run 2025-10-06,-116.792,-15.922,
RI25-1231,Wade,03/13/2025,1800,EDT,Isco,Stream,,Y,Missing GF/F sample currently.,,,,,,,,,,,,,,,,,,,
RI25-1232,Wade,03/14/2025,0:00,EDT,Isco,Stream,102,Y,Figure out if I sampled GF/Fs,AS-061025-092,0.0299034168592539,0.0031934717189009,3.18070524870376,0.0534736682248434,0.179043618906967,0.476053793260232,0.0058234682746695,0.56975649904155,0.0069797221877421,0.905218543684765,3.11022823668501,0.0199623059604306,0.0031779047164256,,,-95.081,-13.774,
RI25-1233,Wade,03/14/2025,12:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,-94.145,-13.583,This vial didn't seem to be included in the original sample list. All info written on the vial has been entered here.
RI25-1234,Wade,03/14/2025,18:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1235,Wade,03/15/2025,0:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1236,Wade,03/15/2025,6:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1237,Wade,03/15/2025,12:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1238,Wade,03/15/2025,18:00,EDT,Isco,Stream,103,Y,Figure out if I sampled GF/Fs,AS-061025-093,0.0525108057021434,0.0021097007062277,2.01002773741847,0.032086941665418,0.116138323020737,0.277173921297911,0.0092079603938246,0.373959133498145,0.0045839467758176,0.573681073423413,1.81594946518661,0.0132839140662846,0.0031200784079311,,,-106.627,-15.144,
RI25-1239,Wade,03/16/2025,0:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1240,Wade,03/16/2025,6:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1241,Wade,03/16/2025,12:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1242,Wade,03/16/2025,18:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1243,Wade,03/17/2025,0:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1244,Wade,03/17/2025,6:00,EDT,Isco,Stream,,Y,Figure out if I sampled GF/Fs,,,,,,,,,,,,,,,,,,,
RI25-1245,Hungerford,03/13/2025,18:00,EDT,Isco,Stream,104,Y,Missing GF/F sample currently.,AS-061025-094,0.0148240869523592,0.0153335819372121,28.79254385396,0.0462708967840033,2.3198831715291,6.0264762357121,0.0019780969502765,13.4832624594098,0.0362180840134745,5.73528289492305,5.93336885469821,0.1395019613578,0.0078304832444535,18.37,Run 2025-10-06,-84.797,-12.17,
RI25-1246,Hungerford,03/14/2025,0:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
RI25-1247,Hungerford,03/14/2025,6:00,EDT,Isco,Stream,,Y,,,,,,,,,,,,,,,,,,,,
